"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"3766",38,"management","married","tertiary","no",193,"no","no","cellular",18,"nov",191,1,-1,0,"unknown","0"
"3767",45,"services","single","primary","no",1893,"yes","no","unknown",3,"jun",1259,6,-1,0,"unknown","1"
"3768",25,"blue-collar","married","secondary","no",267,"no","no","cellular",7,"jul",422,2,-1,0,"unknown","0"
"3769",26,"technician","single","secondary","no",354,"no","no","cellular",16,"jul",586,1,-1,0,"unknown","1"
"3770",72,"retired","married","primary","no",1388,"no","no","telephone",20,"oct",513,1,-1,0,"unknown","1"
"3771",39,"services","married","primary","no",1951,"yes","no","unknown",23,"may",208,2,-1,0,"unknown","0"
"3772",46,"technician","married","secondary","no",363,"yes","no","cellular",6,"aug",209,3,-1,0,"unknown","0"
"3773",46,"admin.","married","secondary","no",2583,"yes","no","cellular",10,"jul",111,1,-1,0,"unknown","0"
"3774",51,"unemployed","married","secondary","no",1416,"no","no","cellular",9,"sep",345,1,-1,0,"unknown","1"
"3775",46,"unemployed","married","secondary","no",562,"no","no","cellular",8,"jul",491,1,-1,0,"unknown","0"
"3776",51,"services","divorced","secondary","no",9,"no","no","unknown",18,"jun",371,2,-1,0,"unknown","1"
"3777",37,"blue-collar","married","primary","no",3154,"yes","no","cellular",17,"apr",404,1,305,3,"failure","1"
"3778",55,"management","married","primary","no",1446,"no","no","unknown",17,"jun",135,1,-1,0,"unknown","0"
"3779",27,"services","single","secondary","no",795,"no","no","cellular",6,"feb",101,3,-1,0,"unknown","0"
"3780",49,"management","married","tertiary","no",1093,"yes","yes","cellular",15,"sep",316,1,246,4,"success","1"
"3781",59,"retired","married","secondary","no",2768,"no","yes","cellular",8,"aug",94,5,-1,0,"unknown","0"
"3782",41,"management","single","tertiary","no",16,"no","no","unknown",23,"may",95,1,-1,0,"unknown","0"
"3783",33,"technician","single","secondary","no",2481,"no","no","cellular",12,"aug",104,2,-1,0,"unknown","0"
"3784",26,"technician","single","secondary","no",237,"yes","no","cellular",4,"may",1091,3,-1,0,"unknown","1"
"3785",52,"management","married","tertiary","no",2635,"no","no","cellular",6,"sep",313,1,108,8,"success","0"
"3786",35,"management","married","tertiary","no",0,"yes","no","cellular",16,"apr",563,1,-1,0,"unknown","0"
"3787",40,"blue-collar","married","primary","no",328,"yes","no","cellular",13,"may",112,1,-1,0,"unknown","0"
"3788",36,"technician","married","tertiary","no",837,"no","no","cellular",28,"aug",68,6,-1,0,"unknown","0"
"3789",64,"self-employed","married","tertiary","no",661,"no","no","cellular",21,"dec",367,2,294,2,"failure","1"
"3790",30,"self-employed","married","tertiary","no",2666,"no","no","cellular",4,"may",781,3,89,1,"success","1"
"3791",45,"admin.","married","secondary","no",5244,"yes","no","unknown",29,"may",18,16,-1,0,"unknown","0"
"3792",41,"management","single","secondary","no",-277,"yes","no","cellular",12,"may",431,1,-1,0,"unknown","0"
"3793",46,"technician","married","secondary","no",3434,"no","yes","cellular",27,"feb",115,1,-1,0,"unknown","1"
"3794",57,"entrepreneur","divorced","secondary","no",-37,"no","no","unknown",5,"may",173,1,-1,0,"unknown","0"
"3795",59,"services","married","secondary","no",108,"no","no","cellular",11,"aug",120,4,-1,0,"unknown","0"
"3796",40,"technician","single","secondary","no",57,"no","yes","cellular",6,"aug",102,4,-1,0,"unknown","0"
"3797",45,"services","single","secondary","no",1757,"yes","no","cellular",20,"apr",1010,3,326,1,"other","0"
"3798",30,"management","married","tertiary","no",367,"no","no","cellular",4,"feb",170,2,-1,0,"unknown","0"
"3799",58,"unemployed","married","tertiary","no",1798,"yes","no","cellular",5,"feb",19,8,-1,0,"unknown","0"
"3800",34,"blue-collar","divorced","unknown","no",172,"no","no","cellular",15,"jun",177,1,-1,0,"unknown","1"
"3801",28,"unemployed","single","tertiary","no",1638,"no","no","cellular",29,"jan",238,1,-1,0,"unknown","0"
"3802",57,"retired","married","secondary","no",156,"no","yes","unknown",4,"jul",106,2,-1,0,"unknown","0"
"3803",31,"services","married","secondary","no",-163,"yes","no","cellular",21,"jul",200,2,-1,0,"unknown","0"
"3804",45,"management","married","secondary","no",2873,"yes","no","cellular",28,"aug",30,16,-1,0,"unknown","0"
"3805",37,"technician","single","tertiary","no",6101,"no","no","cellular",6,"feb",141,1,-1,0,"unknown","1"
"3806",37,"unemployed","single","primary","no",3777,"no","no","cellular",5,"feb",206,3,-1,0,"unknown","0"
"3807",47,"management","single","tertiary","no",86,"no","no","cellular",30,"apr",387,3,87,1,"success","1"
"3808",38,"management","divorced","tertiary","no",10638,"no","no","unknown",12,"jun",159,2,-1,0,"unknown","0"
"3809",35,"management","divorced","tertiary","no",3837,"yes","no","unknown",8,"may",1084,1,-1,0,"unknown","1"
"3810",28,"blue-collar","single","secondary","no",517,"no","yes","cellular",8,"jul",681,1,-1,0,"unknown","1"
"3811",53,"unemployed","divorced","secondary","no",468,"no","no","cellular",22,"aug",153,6,-1,0,"unknown","0"
"3812",41,"blue-collar","single","secondary","no",1621,"yes","no","unknown",28,"may",119,1,-1,0,"unknown","0"
"3813",45,"blue-collar","married","primary","no",0,"no","no","cellular",11,"aug",79,6,-1,0,"unknown","0"
"3814",60,"unemployed","married","primary","no",0,"no","no","cellular",22,"jul",1193,1,412,1,"other","1"
"3815",42,"management","married","tertiary","no",2110,"no","yes","cellular",31,"jul",106,2,-1,0,"unknown","0"
"3816",37,"management","single","tertiary","no",102,"yes","no","cellular",6,"may",445,1,258,2,"failure","1"
"3817",35,"management","single","tertiary","no",252,"yes","no","cellular",8,"aug",89,2,-1,0,"unknown","0"
"3818",80,"retired","married","primary","no",997,"no","no","cellular",28,"jan",151,1,91,3,"success","1"
"3819",41,"unemployed","married","primary","no",819,"no","no","cellular",9,"feb",244,3,-1,0,"unknown","0"
"3820",37,"management","married","tertiary","no",984,"yes","no","cellular",18,"aug",180,4,-1,0,"unknown","0"
"3821",30,"technician","single","secondary","no",1286,"no","no","telephone",28,"aug",44,12,-1,0,"unknown","0"
"3822",29,"services","single","secondary","no",102,"no","no","cellular",12,"jul",154,1,182,5,"failure","0"
"3823",73,"retired","married","primary","no",279,"no","no","cellular",28,"jan",399,3,-1,0,"unknown","1"
"3824",25,"services","single","secondary","no",5533,"yes","no","cellular",28,"jul",50,4,-1,0,"unknown","0"
"3825",28,"admin.","single","secondary","no",20,"yes","no","cellular",14,"may",17,5,370,4,"other","0"
"3826",34,"management","married","tertiary","no",180,"no","no","cellular",16,"jun",298,3,-1,0,"unknown","0"
"3827",25,"technician","single","secondary","no",102,"no","yes","cellular",8,"jul",574,2,-1,0,"unknown","1"
"3828",56,"unemployed","single","primary","no",1110,"no","no","cellular",4,"feb",945,2,-1,0,"unknown","1"
"3829",35,"management","single","tertiary","no",1396,"yes","no","cellular",13,"may",809,1,300,1,"failure","1"
"3830",40,"technician","married","secondary","no",17,"no","no","telephone",17,"nov",192,1,-1,0,"unknown","0"
"3831",31,"blue-collar","married","secondary","no",1766,"no","yes","cellular",5,"jun",166,2,-1,0,"unknown","1"
"3832",58,"self-employed","married","primary","no",1013,"yes","no","cellular",11,"aug",206,1,461,1,"failure","1"
"3833",21,"student","single","secondary","no",6844,"no","no","cellular",14,"aug",126,3,127,7,"other","0"
"3834",30,"services","married","secondary","no",33,"no","no","cellular",18,"nov",36,1,-1,0,"unknown","0"
"3835",58,"self-employed","married","tertiary","no",0,"no","no","cellular",27,"aug",16,28,-1,0,"unknown","0"
"3836",21,"student","single","primary","no",8278,"no","no","cellular",29,"oct",445,1,-1,0,"unknown","1"
"3837",37,"blue-collar","married","secondary","no",2848,"yes","no","cellular",16,"apr",280,2,147,3,"failure","0"
"3838",41,"blue-collar","married","secondary","no",598,"yes","no","cellular",12,"may",69,3,364,11,"failure","0"
"3839",33,"management","married","tertiary","no",191,"no","no","cellular",13,"aug",1148,2,-1,0,"unknown","1"
"3840",31,"technician","single","tertiary","no",830,"yes","no","cellular",9,"feb",150,3,-1,0,"unknown","0"
"3841",41,"services","single","primary","no",5907,"yes","no","cellular",21,"nov",6,5,-1,0,"unknown","0"
"3842",31,"self-employed","married","tertiary","no",1134,"no","no","cellular",6,"feb",174,2,-1,0,"unknown","0"
"3843",51,"management","married","tertiary","no",10077,"no","no","cellular",7,"aug",93,2,-1,0,"unknown","0"
"3844",43,"technician","married","secondary","no",481,"no","no","cellular",20,"aug",196,2,-1,0,"unknown","0"
"3845",36,"technician","married","tertiary","no",473,"no","no","cellular",22,"aug",72,2,-1,0,"unknown","0"
"3846",47,"technician","divorced","secondary","no",-105,"no","no","telephone",28,"aug",192,2,-1,0,"unknown","0"
"3847",38,"blue-collar","married","secondary","no",1149,"no","no","cellular",30,"jul",41,2,-1,0,"unknown","0"
"3848",38,"technician","single","secondary","no",28,"yes","yes","cellular",20,"apr",131,3,-1,0,"unknown","0"
"3849",36,"blue-collar","married","secondary","no",56,"yes","no","cellular",9,"jul",183,1,-1,0,"unknown","0"
"3850",41,"blue-collar","single","secondary","yes",-386,"no","yes","cellular",20,"nov",477,1,-1,0,"unknown","1"
"3851",46,"self-employed","married","secondary","no",567,"no","no","cellular",18,"jul",142,10,-1,0,"unknown","0"
"3852",52,"blue-collar","married","secondary","no",594,"no","no","telephone",29,"jul",178,2,-1,0,"unknown","0"
"3853",39,"management","single","tertiary","no",0,"yes","no","cellular",22,"may",271,1,93,3,"success","1"
"3854",41,"services","married","unknown","no",1538,"no","no","cellular",29,"jul",710,2,-1,0,"unknown","1"
"3855",43,"services","single","secondary","no",550,"yes","no","cellular",13,"may",107,2,-1,0,"unknown","0"
"3856",29,"admin.","single","secondary","no",1450,"yes","no","unknown",28,"may",195,1,-1,0,"unknown","0"
"3857",42,"services","married","secondary","no",3689,"yes","no","unknown",3,"jun",363,1,-1,0,"unknown","0"
"3858",41,"management","married","tertiary","no",5561,"no","no","cellular",20,"aug",649,2,-1,0,"unknown","1"
"3859",40,"blue-collar","single","secondary","no",169,"yes","no","cellular",20,"apr",214,1,346,1,"failure","0"
"3860",36,"management","married","tertiary","no",9,"no","no","cellular",11,"aug",386,4,-1,0,"unknown","1"
"3861",40,"technician","single","secondary","no",277,"yes","no","unknown",14,"may",274,2,-1,0,"unknown","0"
"3862",41,"blue-collar","married","secondary","no",0,"no","no","cellular",13,"may",104,4,-1,0,"unknown","0"
"3863",58,"management","divorced","tertiary","no",1257,"no","no","cellular",5,"aug",1536,1,-1,0,"unknown","1"
"3864",59,"management","married","secondary","no",4412,"no","no","cellular",2,"nov",162,2,-1,0,"unknown","1"
"3865",34,"blue-collar","married","secondary","no",320,"yes","no","cellular",12,"aug",352,1,828,2,"failure","1"
"3866",28,"services","single","secondary","no",198,"no","no","cellular",5,"jul",128,2,-1,0,"unknown","1"
"3867",33,"admin.","married","tertiary","no",69,"no","yes","cellular",4,"may",77,2,-1,0,"unknown","0"
"3868",38,"management","married","primary","no",1365,"yes","no","unknown",5,"jun",224,1,-1,0,"unknown","0"
"3869",41,"management","single","secondary","no",911,"no","no","cellular",6,"aug",292,2,-1,0,"unknown","0"
"3870",49,"management","married","tertiary","no",0,"no","no","cellular",9,"jul",87,1,-1,0,"unknown","0"
"3871",49,"admin.","married","secondary","no",0,"no","no","cellular",30,"apr",551,1,-1,0,"unknown","1"
"3872",54,"management","married","tertiary","no",3797,"no","no","telephone",18,"aug",253,2,-1,0,"unknown","0"
"3873",66,"technician","married","secondary","no",0,"no","no","cellular",6,"feb",751,1,-1,0,"unknown","1"
"3874",63,"retired","married","primary","no",0,"no","no","cellular",20,"aug",110,2,-1,0,"unknown","0"
"3875",31,"services","married","secondary","no",1422,"no","no","cellular",30,"apr",97,1,-1,0,"unknown","0"
"3876",30,"management","single","tertiary","no",1435,"yes","no","cellular",17,"nov",104,3,-1,0,"unknown","0"
"3877",55,"technician","single","secondary","no",2043,"yes","no","cellular",18,"nov",655,1,-1,0,"unknown","0"
"3878",30,"services","single","secondary","no",209,"yes","no","unknown",6,"may",30,2,-1,0,"unknown","0"
"3879",56,"retired","divorced","primary","no",1177,"no","no","cellular",30,"jul",39,2,-1,0,"unknown","0"
"3880",30,"technician","single","tertiary","no",987,"no","no","cellular",9,"apr",98,6,-1,0,"unknown","0"
"3881",35,"technician","single","secondary","no",-229,"yes","no","unknown",27,"may",100,2,-1,0,"unknown","0"
"3882",58,"retired","married","secondary","no",2714,"no","no","cellular",26,"may",165,1,287,2,"failure","1"
"3883",35,"management","married","tertiary","no",354,"no","yes","cellular",9,"feb",117,4,12,2,"other","0"
"3884",30,"technician","married","tertiary","no",-340,"yes","yes","telephone",30,"jul",156,8,-1,0,"unknown","0"
"3885",26,"admin.","single","secondary","no",160,"no","yes","cellular",4,"may",172,2,-1,0,"unknown","0"
"3886",52,"management","divorced","tertiary","no",3,"no","no","unknown",1,"jul",28,1,-1,0,"unknown","0"
"3887",28,"services","divorced","secondary","no",6,"yes","yes","cellular",5,"may",211,2,278,23,"other","0"
"3888",46,"unemployed","single","tertiary","no",44,"no","no","cellular",14,"aug",225,1,-1,0,"unknown","1"
"3889",38,"blue-collar","married","secondary","no",121,"yes","yes","cellular",6,"feb",168,1,212,2,"failure","0"
"3890",29,"blue-collar","married","secondary","no",0,"yes","no","cellular",11,"may",116,6,-1,0,"unknown","0"
"3891",33,"management","single","tertiary","no",4835,"no","no","cellular",6,"may",362,2,-1,0,"unknown","0"
"3892",41,"services","married","secondary","no",572,"yes","no","cellular",11,"may",188,1,-1,0,"unknown","0"
"3893",46,"blue-collar","married","secondary","no",922,"no","yes","cellular",14,"jul",151,2,-1,0,"unknown","0"
"3894",59,"retired","divorced","primary","no",-88,"yes","no","unknown",5,"jun",910,2,-1,0,"unknown","1"
"3895",28,"admin.","single","tertiary","no",832,"no","no","telephone",29,"mar",433,3,342,1,"failure","1"
"3896",57,"management","married","tertiary","no",10583,"no","no","cellular",22,"jun",295,3,-1,0,"unknown","1"
"3897",42,"blue-collar","married","primary","no",-119,"yes","no","cellular",22,"jul",167,3,-1,0,"unknown","0"
"3898",30,"technician","single","secondary","no",160,"no","no","cellular",14,"aug",90,2,-1,0,"unknown","0"
"3899",34,"blue-collar","single","secondary","no",1239,"yes","no","cellular",18,"jul",90,1,-1,0,"unknown","0"
"3900",59,"services","single","secondary","no",739,"no","no","cellular",14,"jan",408,1,-1,0,"unknown","1"
"3901",47,"unknown","married","unknown","no",677,"no","no","cellular",30,"apr",900,2,86,2,"failure","1"
"3902",49,"blue-collar","divorced","primary","no",380,"yes","no","unknown",14,"may",349,2,-1,0,"unknown","0"
"3903",28,"management","single","secondary","no",171,"no","no","cellular",5,"jun",324,1,87,1,"success","1"
"3904",44,"technician","married","secondary","no",0,"yes","no","cellular",24,"jul",157,1,-1,0,"unknown","0"
"3905",81,"retired","divorced","primary","no",0,"no","no","telephone",15,"oct",172,1,-1,0,"unknown","0"
"3906",50,"management","divorced","tertiary","no",1270,"yes","no","cellular",4,"may",24,3,-1,0,"unknown","0"
"3907",63,"retired","married","unknown","no",1849,"no","no","cellular",25,"feb",125,6,177,2,"failure","0"
"3908",47,"technician","divorced","secondary","no",236,"no","no","cellular",18,"aug",263,4,-1,0,"unknown","0"
"3909",30,"admin.","single","secondary","no",1223,"yes","no","cellular",30,"jul",112,5,-1,0,"unknown","0"
"3910",27,"technician","single","secondary","no",527,"yes","no","unknown",9,"may",118,1,-1,0,"unknown","0"
"3911",28,"technician","single","tertiary","no",415,"no","no","unknown",1,"jul",86,1,-1,0,"unknown","0"
"3912",44,"blue-collar","married","unknown","no",1149,"yes","no","cellular",21,"nov",67,5,-1,0,"unknown","0"
"3913",38,"blue-collar","married","secondary","no",1391,"yes","no","telephone",5,"jun",614,2,-1,0,"unknown","0"
"3914",33,"management","married","tertiary","no",3713,"yes","no","cellular",20,"nov",175,1,-1,0,"unknown","0"
"3915",34,"admin.","divorced","secondary","no",183,"no","yes","unknown",4,"jul",88,1,-1,0,"unknown","0"
"3916",33,"blue-collar","married","secondary","no",3605,"yes","no","cellular",20,"nov",308,1,-1,0,"unknown","0"
"3917",36,"admin.","married","secondary","no",953,"yes","no","cellular",17,"aug",80,1,81,2,"failure","0"
"3918",30,"technician","married","secondary","no",26,"no","no","cellular",20,"aug",55,2,-1,0,"unknown","0"
"3919",63,"retired","single","tertiary","no",791,"no","no","cellular",21,"oct",212,2,-1,0,"unknown","1"
"3920",60,"retired","married","secondary","no",1853,"no","no","cellular",10,"feb",234,1,183,1,"success","1"
"3921",47,"blue-collar","married","secondary","no",863,"yes","no","unknown",19,"may",943,2,-1,0,"unknown","1"
"3922",59,"admin.","married","secondary","no",2343,"yes","no","unknown",5,"may",1042,1,-1,0,"unknown","1"
